Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	minus_log10_fdr	Direction
prerank	G2-M Checkpoint	0.8050411522633745	2.627616054746712	0.0	0.0	0.0	13/14	50.00%	MYC;CCND1;E2F1;CDK4;MCM2;MCM3;MCM5;CHEK1;AURKA;AURKB;BIRC5;PLK1;CDC20	323.3062153431158	positive
prerank	E2F Targets	0.642307692307692	2.0689835169137565	0.001941747572815534	0.004363283775048481	0.008	15/17	60.00%	MYC;CDK4;MCM2;MCM3;MCM5;PCNA;CHEK1;AURKA;AURKB;BIRC5;PLK1;CDC20;TP53;CDKN1A;CDKN2A	2.3601865408683427	positive
prerank	Myc Targets V1	0.7432432432432434	1.9829849426824528	0.005802707930367505	0.005171299288946348	0.015	5/6	30.00%	MYC;CDK4;MCM2;MCM5;PCNA	2.2864003267074238	positive
prerank	Apoptosis	-0.37290322580645174	-0.9177406510656428	0.56	0.550929112181693	0.8441025641025641	3/5	33.33%	CASP8;BAX;BRCA1	0.258904278042703	negative
prerank	Mitotic Spindle	-0.4	-0.9793669722236132	0.4780793319415449	0.6958017894012388	0.7661538461538462	5/5	70.00%	APC;BRCA2;PLK1;BIRC5;AURKA	0.15751445870702047	negative
prerank	p53 Pathway	-0.3882113821138211	-1.0082678787897927	0.4309978768577495	1.0	0.7343589743589743	5/6	53.33%	BAX;RB1;CDKN2A;CDKN1A;TP53	-0.0	negative
