Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	Hit_Count	Bg_Count	Gene_Ratio	minus_log10_fdr	Term_clean	Term_wrapped
GO_Biological_Process_2023	Hemopoiesis (GO:0030097)	1/101	0.073154386171474	0.0835554837313992	0	0	14.20357142857143	37.14494126610284	TP53	1	101	0.009900990099009901	1.0780250421663444	Hemopoiesis	Hemopoiesis
GO_Biological_Process_2023	Positive Regulation Of Kinase Activity (GO:0033674)	1/104	0.0752488951179902	0.0855423760539417	0	0	13.787794729542302	35.66839153029831	CDKN1A	1	104	0.009615384615384616	1.0678186908013945	Positive Regulation Of Kinase Activity	Positive Regulation Of Kinase Activity
GO_Biological_Process_2023	Positive Regulation Of Vasculature Development (GO:1904018)	1/104	0.0752488951179902	0.0855423760539417	0	0	13.787794729542302	35.66839153029831	BRCA1	1	104	0.009615384615384616	1.0678186908013945	Positive Regulation Of Vasculature Development	"Positive Regulation Of Vasculature
Development"
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	1/105	0.0759460825081513	0.0859296050913825	0	0	13.654532967032967	35.1977215377034	BRCA1	1	105	0.009523809523809525	1.0658571840998485	Cellular Response To Organonitrogen Compound	Cellular Response To Organonitrogen Compound
GO_Biological_Process_2023	Regulation Of Neuron Apoptotic Process (GO:0043523)	1/105	0.0759460825081513	0.0859296050913825	0	0	13.654532967032967	35.1977215377034	BAX	1	105	0.009523809523809525	1.0658571840998485	Regulation Of Neuron Apoptotic Process	Regulation Of Neuron Apoptotic Process
GO_Biological_Process_2023	Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	1/109	0.0787299292522779	0.0888707866501123	0	0	13.14616402116402	33.41402446045909	MDM2	1	109	0.009174311926605505	1.0512409756065593	Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process	"Regulation Of Proteasomal Ubiquitin-Dependent
Protein Catabolic Process"
GO_Biological_Process_2023	Mitotic Sister Chromatid Segregation (GO:0000070)	1/111	0.080118915428102	0.0898077145031282	0	0	12.905844155844155	32.577490707306566	CHEK2	1	111	0.009009009009009009	1.0466863557354076	Mitotic Sister Chromatid Segregation	Mitotic Sister Chromatid Segregation
GO_Biological_Process_2023	Negative Regulation Of Inflammatory Response (GO:0050728)	1/111	0.080118915428102	0.0898077145031282	0	0	12.905844155844155	32.577490707306566	RB1	1	111	0.009009009009009009	1.0466863557354076	Negative Regulation Of Inflammatory Response	Negative Regulation Of Inflammatory Response
GO_Biological_Process_2023	T Cell Activation (GO:0042110)	1/111	0.080118915428102	0.0898077145031282	0	0	12.905844155844155	32.577490707306566	CASP8	1	111	0.009009009009009009	1.0466863557354076	T Cell Activation	T Cell Activation
GO_Biological_Process_2023	Negative Regulation Of Defense Response (GO:0031348)	1/112	0.0808126753410127	0.0903751960890212	0	0	12.788931788931787	32.17211116568681	RB1	1	112	0.008928571428571428	1.0439507473982428	Negative Regulation Of Defense Response	Negative Regulation Of Defense Response
GO_Biological_Process_2023	Regulation Of Protein Ubiquitination (GO:0031396)	1/113	0.0815059468910249	0.0909395055589676	0	0	12.674107142857142	31.77499158030827	BRCA1	1	113	0.008849557522123894	1.041247411397633	Regulation Of Protein Ubiquitination	Regulation Of Protein Ubiquitination
GO_Biological_Process_2023	Protein Maturation (GO:0051604)	1/117	0.0842741558805734	0.0938109541211001	0	0	12.23460591133005	30.264500368693557	CASP8	1	117	0.008547008547008548	1.0277464469451794	Protein Maturation	Protein Maturation
GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	1/119	0.0856553385007923	0.0951287399939675	0	0	12.026029055690072	29.553049141820058	BRCA1	1	119	0.008403361344537815	1.0216882555636773	Positive Regulation Of Angiogenesis	Positive Regulation Of Angiogenesis
GO_Biological_Process_2023	Protein Localization To Nucleus (GO:0034504)	1/122	0.0877234672370069	0.0972016349614651	0	0	11.726092089728454	28.53621702932384	MDM2	1	122	0.00819672131147541	1.0123264300452202	Protein Localization To Nucleus	Protein Localization To Nucleus
GO_Biological_Process_2023	Regulation Of DNA Metabolic Process (GO:0051052)	1/124	0.0890997933217558	0.0985002302318493	0	0	11.534262485481998	27.889826667906146	BRCA1	1	124	0.008064516129032258	1.0065627543926943	Regulation Of DNA Metabolic Process	Regulation Of DNA Metabolic Process
GO_Biological_Process_2023	Response To Cytokine (GO:0034097)	1/125	0.0897872293945084	0.0990330539317004	0	0	11.440668202764977	27.575585868407	CASP8	1	125	0.008	1.0042198281878791	Response To Cytokine	Response To Cytokine
GO_Biological_Process_2023	Regulation Of Response To External Stimulus (GO:0032101)	1/127	0.0911606491646467	0.1003183399483098	0	0	11.257936507936508	26.96424346033221	CASP8	1	127	0.007874015748031496	0.9986196630888551	Regulation Of Response To External Stimulus	Regulation Of Response To External Stimulus
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	1/130	0.0932171526702975	0.1021151536070078	0	0	10.994462901439643	26.08792030190406	TP53	1	130	0.007692307692307693	0.9909098050279805	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation	"Positive Regulation Of Peptidyl-Tyrosine
Phosphorylation"
GO_Biological_Process_2023	Regulation Of Cell Cycle Process (GO:0010564)	1/130	0.0932171526702975	0.1021151536070078	0	0	10.994462901439643	26.08792030190406	CHEK1	1	130	0.007692307692307693	0.9909098050279805	Regulation Of Cell Cycle Process	Regulation Of Cell Cycle Process
GO_Biological_Process_2023	Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/132	0.0945857412496912	0.1033794269441069	0	0	10.825517993456923	25.52926201398732	RB1	1	132	0.007575757575757576	0.985565879555656	Plasma Membrane Bounded Cell Projection Organization	"Plasma Membrane Bounded Cell Projection
Organization"
GO_Biological_Process_2023	Protein Localization To Organelle (GO:0033365)	1/137	0.0979987829751249	0.1068674511176701	0	0	10.424894957983192	24.214948291558056	MDM2	1	137	0.0072992700729927005	0.9711545487898857	Protein Localization To Organelle	Protein Localization To Organelle
GO_Biological_Process_2023	Intracellular Calcium Ion Homeostasis (GO:0006874)	1/139	0.0993606343978926	0.1081079588708448	0	0	10.272774327122152	23.719828483584102	BAX	1	139	0.007194244604316547	0.966142332258956	Intracellular Calcium Ion Homeostasis	Intracellular Calcium Ion Homeostasis
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	1/144	0.1027568717421913	0.1115513787831896	0	0	9.91108891108891	22.55158813317602	ATM	1	144	0.006944444444444444	0.9525250574354516	Regulation Of Cell Adhesion	Regulation Of Cell Adhesion
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase Activity (GO:0045860)	1/145	0.1034346832328685	0.1120348703780733	0	0	9.841765873015872	22.32914550150232	CDKN1A	1	145	0.006896551724137931	0.9506467839746424	Positive Regulation Of Protein Kinase Activity	"Positive Regulation Of Protein Kinase
Activity"
GO_Biological_Process_2023	Negative Regulation Of Response To External Stimulus (GO:0032102)	1/146	0.1041120167975172	0.1122639644214839	0	0	9.773399014778326	22.11024208758202	RB1	1	146	0.00684931506849315	0.9497596254338768	Negative Regulation Of Response To External Stimulus	"Negative Regulation Of Response To External
Stimulus"
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	1/146	0.1041120167975172	0.1122639644214839	0	0	9.773399014778326	22.11024208758202	RB1	1	146	0.00684931506849315	0.9497596254338768	Regulation Of Cold-Induced Thermogenesis	Regulation Of Cold-Induced Thermogenesis
GO_Biological_Process_2023	Neuron Development (GO:0048666)	1/150	0.1068165780037886	0.114923193298719	0	0	9.509108341323106	21.268472427628502	RB1	1	150	0.006666666666666667	0.9395923150439517	Neuron Development	Neuron Development
GO_Biological_Process_2023	Mitochondrion Organization (GO:0007005)	1/162	0.1148846101623253	0.1230541824405351	0	0	8.79503105590062	19.030926053726596	BAX	1	162	0.006172839506172839	0.9099036206448333	Mitochondrion Organization	Mitochondrion Organization
GO_Biological_Process_2023	Regulation Of Macromolecule Metabolic Process (GO:0060255)	1/162	0.1148846101623253	0.1230541824405351	0	0	8.79503105590062	19.030926053726596	MDM2	1	162	0.006172839506172839	0.9099036206448333	Regulation Of Macromolecule Metabolic Process	Regulation Of Macromolecule Metabolic Process
GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	1/167	0.1182261724139303	0.1263525833780807	0	0	8.527969018932874	18.208542288702866	CASP8	1	167	0.005988023952095809	0.8984158741605643	Regulation Of Cytokine Production	Regulation Of Cytokine Production
GO_Biological_Process_2023	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	1/175	0.1235481914152237	0.1317482926153491	0	0	8.132594417077176	17.006263246959996	CASP8	1	175	0.005714285714285714	0.8802550042940657	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling	"Positive Regulation Of I-kappaB kinase/NF-
kappaB Signaling"
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	1/186	0.1308170282961042	0.1391916283415502	0	0	7.644787644787645	15.549159120120551	RB1	1	186	0.005376344086021506	0.856386884512836	Negative Regulation Of Macromolecule Metabolic Process	"Negative Regulation Of Macromolecule
Metabolic Process"
GO_Biological_Process_2023	Modification-Dependent Protein Catabolic Process (GO:0019941)	1/192	0.1347580944086354	0.1427547285823346	0	0	7.402393418100225	14.836424674361693	MDM2	1	192	0.005208333333333333	0.8454094973503926	Modification-Dependent Protein Catabolic Process	"Modification-Dependent Protein Catabolic
Process"
GO_Biological_Process_2023	Neuron Projection Development (GO:0031175)	1/192	0.1347580944086354	0.1427547285823346	0	0	7.402393418100225	14.836424674361693	RB1	1	192	0.005208333333333333	0.8454094973503926	Neuron Projection Development	Neuron Projection Development
GO_Biological_Process_2023	Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/196	0.137376199262544	0.145209052729268	0	0	7.249084249084249	14.389665194271712	CASP8	1	196	0.00510204081632653	0.8380063076868003	Positive Regulation Of Protein Metabolic Process	"Positive Regulation Of Protein Metabolic
Process"
GO_Biological_Process_2023	DNA-templated Transcription (GO:0006351)	1/199	0.1393349236139555	0.1469571842055285	0	0	7.138167388167388	14.068433664554846	TP53	1	199	0.005025125628140704	0.8328091779850236	DNA-templated Transcription	DNA-templated Transcription
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	1/205	0.1432399253949917	0.1507459476864323	0	0	6.9261204481792715	13.459074507019473	BRCA1	1	205	0.004878048780487805	0.8217543536228077	Regulation Of Angiogenesis	Regulation Of Angiogenesis
GO_Biological_Process_2023	Negative Regulation Of Cell Differentiation (GO:0045596)	1/207	0.1445379135412009	0.151780554089017	0	0	6.858183079056865	13.265189805915748	RB1	1	207	0.004830917874396135	0.8187838660743282	Negative Regulation Of Cell Differentiation	Negative Regulation Of Cell Differentiation
GO_Biological_Process_2023	Protein Stabilization (GO:0050821)	1/208	0.1451862191317074	0.1521299078727891	0	0	6.824706694271912	13.16989646549752	CHEK2	1	208	0.004807692307692308	0.8177853977335255	Protein Stabilization	Protein Stabilization
GO_Biological_Process_2023	Proteasomal Protein Catabolic Process (GO:0010498)	1/220	0.1529302029761138	0.1598966547385832	0	0	6.446836268754077	12.105699280191777	MDM2	1	220	0.004545454545454545	0.7961606222060563	Proteasomal Protein Catabolic Process	Proteasomal Protein Catabolic Process
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	1/221	0.1535725704417369	0.160220733664323	0	0	6.417207792207792	12.023165343876336	ATM	1	221	0.004524886877828055	0.795281283923711	Positive Regulation Of Cell Motility	Positive Regulation Of Cell Motility
GO_Biological_Process_2023	Positive Regulation Of Protein Modification Process (GO:0031401)	1/225	0.156137496570655	0.1625448668402931	0	0	6.301339285714286	11.7017021894609	CDKN1A	1	225	0.0044444444444444444	0.789026740951833	Positive Regulation Of Protein Modification Process	"Positive Regulation Of Protein Modification
Process"
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	1/228	0.1580564285064521	0.164187927888168	0	0	6.217117684078037	11.46935839487409	ATM	1	228	0.0043859649122807015	0.7846587780587965	Cellular Response To Lipid	Cellular Response To Lipid
GO_Biological_Process_2023	Positive Regulation Of Phosphorylation (GO:0042327)	1/231	0.159971287115605	0.1658196997628422	0	0	6.135093167701863	11.244159092679784	CDKN1A	1	231	0.004329004329004329	0.7803638755344149	Positive Regulation Of Phosphorylation	Positive Regulation Of Phosphorylation
GO_Biological_Process_2023	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	1/232	0.1606086695205143	0.1661231302765835	0	0	6.108225108225108	11.170627381228671	CASP8	1	232	0.004310344827586207	0.7795698940259282	Regulation Of I-kappaB kinase/NF-kappaB Signaling	"Regulation Of I-kappaB kinase/NF-kappaB
Signaling"
GO_Biological_Process_2023	Regulation Of Inflammatory Response (GO:0050727)	1/240	0.1656915032214509	0.1710135001129322	0	0	5.901374775851763	10.608474375358169	RB1	1	240	0.004166666666666667	0.7669696042679246	Regulation Of Inflammatory Response	Regulation Of Inflammatory Response
GO_Biological_Process_2023	Regulation Of Autophagy (GO:0010506)	1/241	0.1663248336704287	0.171300362882792	0	0	5.876488095238095	10.541318232568733	ATM	1	241	0.004149377593360996	0.7662417170238228	Regulation Of Autophagy	Regulation Of Autophagy
GO_Biological_Process_2023	Cytokine-Mediated Signaling Pathway (GO:0019221)	1/257	0.1763972930360838	0.1812867702417749	0	0	5.504743303571429	9.550820356073343	TP53	1	257	0.0038910505836575876	0.7416338882411576	Cytokine-Mediated Signaling Pathway	Cytokine-Mediated Signaling Pathway
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	1/265	0.181390820197146	0.186022075180903	0	0	5.3357683982683985	9.108697424710169	CDKN1A	1	265	0.0037735849056603774	0.73043551513488	Regulation Of Protein Phosphorylation	Regulation Of Protein Phosphorylation
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction (GO:0009967)	1/266	0.1820130203627847	0.1862638552332531	0	0	5.315363881401617	9.055663478454154	BAX	1	266	0.0037593984962406013	0.7298714123915074	Positive Regulation Of Signal Transduction	Positive Regulation Of Signal Transduction
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	1/267	0.18263477915248	0.1865041600667275	0	0	5.295112781954887	9.003104797016114	RB1	1	267	0.003745318352059925	0.7293114765959137	Negative Regulation Of Signal Transduction	Negative Regulation Of Signal Transduction
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	1/272	0.185736962021256	0.1892710691210262	0	0	5.196099103848181	8.747236840642438	ATM	1	272	0.003676470588235294	0.7229157647013694	Positive Regulation Of Cell Migration	Positive Regulation Of Cell Migration
GO_Biological_Process_2023	Gene Expression (GO:0010467)	1/296	0.2004750717675746	0.2038586172826391	0	0	4.767554479418886	7.66177170489968	CASP8	1	296	0.0033783783783783786	0.6906709258149641	Gene Expression	Gene Expression
GO_Biological_Process_2023	Cellular Response To Cytokine Stimulus (GO:0071345)	1/308	0.2077504017429767	0.2108119866107679	0	0	4.5784085621219175	7.194593220534885	BRCA1	1	308	0.003246753246753247	0.6761046991003175	Cellular Response To Cytokine Stimulus	Cellular Response To Cytokine Stimulus
GO_Biological_Process_2023	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	1/319	0.2143651295055344	0.2170672109698898	0	0	4.417565139263252	6.803379446237624	MDM2	1	319	0.003134796238244514	0.6634057738293504	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process	"Proteasome-Mediated Ubiquitin-Dependent
Protein Catabolic Process"
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	1/320	0.214963905332416	0.2172171957447055	0	0	4.403493058665473	6.769424474545983	BRCA1	1	320	0.003125	0.6631057973086437	Positive Regulation Of Cytokine Production	Positive Regulation Of Cytokine Production
GO_Biological_Process_2023	Protein Localization (GO:0008104)	1/351	0.2333160698093289	0.2352685055399509	0	0	4.007142857142857	5.831840324800821	TP53	1	351	0.002849002849002849	0.6284362062097418	Protein Localization	Protein Localization
GO_Biological_Process_2023	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	1/367	0.2426307214921981	0.2441503293512307	0	0	3.828844652615144	5.422465913133	MDM2	1	367	0.0027247956403269754	0.6123426855296605	Ubiquitin-Dependent Protein Catabolic Process	Ubiquitin-Dependent Protein Catabolic Process
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	1/406	0.2648945634366794	0.2659982907843322	0	0	3.45326278659612	4.587395112757367	ATM	1	406	0.0024630541871921183	0.5751211539904285	Cellular Response To Oxygen-Containing Compound	"Cellular Response To Oxygen-Containing
Compound"
GO_Biological_Process_2023	Organelle Organization (GO:0006996)	1/418	0.271621108725365	0.2721858095751059	0	0	3.3518328194587186	4.36860180754066	RB1	1	418	0.0023923444976076554	0.5651345205135591	Organelle Organization	Organelle Organization
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	1/434	0.280500497295723	0.280500497295723	0	0	3.2253381722203893	4.09998467183554	ATM	1	434	0.002304147465437788	0.5520663644520375	Regulation Of Cell Migration	Regulation Of Cell Migration
