Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	Hit_Count	Bg_Count	Gene_Ratio	minus_log10_fdr	Term_clean	Term_wrapped
KEGG_2021_Human	Prostate cancer	4/97	6.810788975518571e-07	2.1441372700706614e-06	0	0	77.77908113391985	1104.4308823920642	RB1;CDKN1A;MDM2;TP53	4	97	0.041237113402061855	5.6687474140698235	Prostate cancer	Prostate cancer
KEGG_2021_Human	Thyroid cancer	3/37	2.6114163150401846e-06	7.927513813514846e-06	0	0	146.6985294117647	1885.9002309817272	CDKN1A;BAX;TP53	3	37	0.08108108108108109	5.100862992551829	Thyroid cancer	Thyroid cancer
KEGG_2021_Human	Apoptosis	4/142	3.1284994237482506e-06	9.169739690296596e-06	0	0	52.29776021080369	662.8718663502846	CASP8;BAX;ATM;TP53	4	142	0.028169014084507043	5.037642992865682	Apoptosis	Apoptosis
KEGG_2021_Human	Gastric cancer	4/149	3.788457174554436e-06	1.0733961994570902e-05	0	0	49.755485893416925	621.1251804942955	RB1;CDKN1A;BAX;TP53	4	149	0.026845637583892617	4.969239946740185	Gastric cancer	Gastric cancer
KEGG_2021_Human	Endometrial cancer	3/58	1.0272925816309452e-05	2.8167699818913017e-05	0	0	90.5909090909091	1040.527062689842	CDKN1A;BAX;TP53	3	58	0.05172413793103448	4.550248616157281	Endometrial cancer	Endometrial cancer
KEGG_2021_Human	Basal cell carcinoma	3/63	1.3191325463345938e-05	3.503945826201265e-05	0	0	83.02083333333333	932.8180241347244	CDKN1A;BAX;TP53	3	63	0.047619047619047616	4.455442616991323	Basal cell carcinoma	Basal cell carcinoma
KEGG_2021_Human	Shigellosis	4/246	2.740466893891999e-05	7.05877836305515e-05	0	0	29.6664162283997	311.63968493919594	MDM2;BAX;ATM;TP53	4	246	0.016260162601626018	4.151270454201961	Shigellosis	Shigellosis
KEGG_2021_Human	Colorectal cancer	3/86	3.3645530904220326e-05	8.411382726055082e-05	0	0	59.94578313253012	617.4194056195122	CDKN1A;BAX;TP53	3	86	0.03488372093023256	4.075132605755618	Colorectal cancer	Colorectal cancer
KEGG_2021_Human	PI3K-Akt signaling pathway	4/354	0.00011286881365981696	0.000274109976030984	0	0	20.4	185.42140083648377	CDKN1A;MDM2;BRCA1;TP53	4	354	0.011299435028248588	3.562075158344606	PI3K-Akt signaling pathway	PI3K-Akt signaling pathway
KEGG_2021_Human	FoxO signaling pathway	3/131	0.00011795960560694896	0.0002785157354608517	0	0	38.783203125	350.8006001562594	CDKN1A;MDM2;ATM	3	131	0.022900763358778626	3.5551502632164023	FoxO signaling pathway	FoxO signaling pathway
KEGG_2021_Human	Measles	3/139	0.0001405976372076192	0.00032299457196344953	0	0	36.487132352941174	323.6265750183081	CASP8;BAX;TP53	3	139	0.02158273381294964	3.4908047760779666	Measles	Measles
KEGG_2021_Human	Cushing syndrome	3/155	0.00019398857970659284	0.00043392182302790503	0	0	32.620065789473685	278.82690391567917	RB1;CDKN1A;CDKN2A	3	155	0.01935483870967742	3.3625885075516666	Cushing syndrome	Cushing syndrome
KEGG_2021_Human	Proteoglycans in cancer	3/205	0.00044088309007802727	0.0009608990424777517	0	0	24.48391089108911	189.18058886473153	CDKN1A;MDM2;TP53	3	205	0.014634146341463415	3.0173222393845833	Proteoglycans in cancer	Proteoglycans in cancer
KEGG_2021_Human	Lipid and atherosclerosis	3/215	0.0005066602027776806	0.0010766529309025	0	0	23.317216981132077	176.9233475508571	CASP8;BAX;TP53	3	215	0.013953488372093023	2.967924273012059	Lipid and atherosclerosis	Lipid and atherosclerosis
KEGG_2021_Human	Huntington disease	3/306	0.0014078276019998	0.0029186669797558	0	0	16.239273927392738	106.62232214064892	CASP8;BAX;TP53	3	306	0.00980392156862745	2.5348154552364424	Huntington disease	Huntington disease
KEGG_2021_Human	Longevity regulating pathway	2/102	0.002589735528569	0.0052411314268659	0	0	30.592307692307692	182.21388842339513	BAX;TP53	2	102	0.0196078431372549	2.280574949771365	Longevity regulating pathway	Longevity regulating pathway
KEGG_2021_Human	C-type lectin receptor signaling pathway	2/104	0.0026904731962057	0.0053183772483136	0	0	29.9894419306184	177.47866268622553	CASP8;MDM2	2	104	0.019230769230769232	2.274220860112754	C-type lectin receptor signaling pathway	C-type lectin receptor signaling pathway
KEGG_2021_Human	Neurotrophin signaling pathway	2/119	0.0035040412396079	0.0066187445637039	0	0	26.12491781722551	147.7060618977154	BAX;TP53	2	119	0.01680672268907563	2.1792243792554262	Neurotrophin signaling pathway	Neurotrophin signaling pathway
KEGG_2021_Human	Sphingolipid signaling pathway	2/119	0.0035040412396079	0.0066187445637039	0	0	26.12491781722551	147.7060618977154	BAX;TP53	2	119	0.01680672268907563	2.1792243792554262	Sphingolipid signaling pathway	Sphingolipid signaling pathway
KEGG_2021_Human	Thyroid hormone signaling pathway	2/121	0.0036201885504198	0.0066894788431671	0	0	25.683257918552037	144.37147856028218	MDM2;TP53	2	121	0.01652892561983471	2.1746077154688077	Thyroid hormone signaling pathway	Thyroid hormone signaling pathway
KEGG_2021_Human	Ubiquitin mediated proteolysis	2/140	0.004812150361469	0.0087028251218058	0	0	22.12597547380156	118.0777292804548	MDM2;BRCA1	2	140	0.014285714285714285	2.0603397432842705	Ubiquitin mediated proteolysis	Ubiquitin mediated proteolysis
KEGG_2021_Human	Herpes simplex virus 1 infection	3/498	0.0055854316991764	0.0098908686339582	0	0	9.843434343434344	51.06373654199888	CASP8;BAX;TP53	3	498	0.006024096385542169	2.00476556620168	Herpes simplex virus 1 infection	Herpes simplex virus 1 infection
KEGG_2021_Human	Non-alcoholic fatty liver disease	2/155	0.0058645211069789	0.0101731488590451	0	0	19.941679235796883	102.47698830558303	CASP8;BAX	2	155	0.012903225806451613	1.9925446006227783	Non-alcoholic fatty liver disease	Non-alcoholic fatty liver disease
KEGG_2021_Human	Necroptosis	2/159	0.006161457776118	0.0104744782194006	0	0	19.4296913277805	98.88628470986652	CASP8;BAX	2	159	0.012578616352201259	1.97986760197304	Necroptosis	Necroptosis
